1,0,1689.0,385.0,146.62,332.71,1,-1,-1,-1
1,1,1303.0,503.0,61.514,139.59,1,-1,-1,-1
1,2,1258.0,569.0,40.123,91.049,1,-1,-1,-1
1,3,31.0,525.0,113.37,257.27,1,-1,-1,-1
1,4,1800.0,483.0,94.66,214.81,1,-1,-1,-1
2,0,1689.0,385.0,146.62,332.71,1,-1,-1,-1
2,1,1312.0,503.0,61.514,139.59,1,-1,-1,-1
2,2,1254.0,537.0,52.0,118.0,1,-1,-1,-1
2,3,55.0,542.0,94.66,214.81,1,-1,-1,-1
2,4,1744.0,476.0,123.42,280.06,1,-1,-1,-1
2,5,1641.0,494.0,40.123,91.049,1,-1,-1,-1
3,0,1664.0,418.0,135.42,307.29,1,-1,-1,-1
3,1,1312.0,503.0,61.514,139.59,1,-1,-1,-1
3,2,1234.0,415.0,103.17,234.13,1,-1,-1,-1
3,3,51.0,555.0,87.838,199.32,1,-1,-1,-1
3,4,1776.0,473.0,113.37,257.27,1,-1,-1,-1
3,6,1742.0,513.0,94.66,214.81,1,-1,-1,-1
3,7,107.0,494.0,103.17,234.13,1,-1,-1,-1
4,0,1668.0,371.0,159.84,362.7,1,-1,-1,-1
4,1,1305.0,500.0,67.474,153.11,1,-1,-1,-1
4,3,58.0,566.0,79.918,181.35,1,-1,-1,-1
4,4,1759.0,473.0,113.37,257.27,1,-1,-1,-1
4,7,107.0,494.0,103.17,234.13,1,-1,-1,-1
4,8,1852.0,505.0,30.903,70.127,1,-1,-1,-1
5,0,1643.0,396.0,159.84,362.7,1,-1,-1,-1
5,1,1318.0,537.0,52.0,118.0,1,-1,-1,-1
5,4,1692.0,371.0,159.84,362.7,1,-1,-1,-1
5,8,1848.0,505.0,30.903,70.127,1,-1,-1,-1
6,0,1666.0,385.0,146.62,332.71,1,-1,-1,-1
6,1,1318.0,537.0,52.0,118.0,1,-1,-1,-1
6,4,1741.0,473.0,113.37,257.27,1,-1,-1,-1
6,8,1849.0,510.0,28.302,64.224,1,-1,-1,-1
6,9,1333.0,498.0,56.686,128.63,1,-1,-1,-1
6,10,107.0,494.0,103.17,234.13,1,-1,-1,-1
7,0,1668.0,371.0,159.84,362.7,1,-1,-1,-1
7,1,1316.0,489.0,67.474,153.11,1,-1,-1,-1
7,8,1849.0,510.0,28.302,64.224,1,-1,-1,-1
7,9,1351.0,506.0,56.686,128.63,1,-1,-1,-1
7,10,159.0,550.0,40.123,91.049,1,-1,-1,-1
7,11,1263.0,545.0,47.794,108.46,1,-1,-1,-1
8,0,1668.0,371.0,159.84,362.7,1,-1,-1,-1
8,1,1322.0,494.0,61.514,139.59,1,-1,-1,-1
8,8,1848.0,505.0,30.903,70.127,1,-1,-1,-1
8,10,123.0,494.0,103.17,234.13,1,-1,-1,-1
8,12,257.0,455.0,113.37,257.27,1,-1,-1,-1
9,0,1666.0,385.0,146.62,332.71,1,-1,-1,-1
9,1,1326.0,489.0,67.474,153.11,1,-1,-1,-1
9,8,1848.0,505.0,30.903,70.127,1,-1,-1,-1
9,10,142.0,521.0,52.0,118.0,1,-1,-1,-1
9,12,266.0,463.0,103.17,234.13,1,-1,-1,-1
9,13,1727.0,418.0,135.42,307.29,1,-1,-1,-1
9,14,1274.0,551.0,43.624,98.993,1,-1,-1,-1
10,0,1689.0,385.0,146.62,332.71,1,-1,-1,-1
10,1,1326.0,500.0,67.474,153.11,1,-1,-1,-1
10,8,1849.0,510.0,28.302,64.224,1,-1,-1,-1
10,10,146.0,515.0,56.686,128.63,1,-1,-1,-1
10,12,266.0,463.0,103.17,234.13,1,-1,-1,-1
10,14,1278.0,545.0,47.794,108.46,1,-1,-1,-1
11,0,1689.0,385.0,146.62,332.71,1,-1,-1,-1
11,1,1326.0,500.0,67.474,153.11,1,-1,-1,-1
11,12,266.0,463.0,103.17,234.13,1,-1,-1,-1
11,14,1278.0,545.0,47.794,108.46,1,-1,-1,-1
11,15,171.0,481.0,26.0,59.0,1,-1,-1,-1
11,16,1844.0,367.0,94.66,214.81,1,-1,-1,-1
12,0,1689.0,408.0,146.62,332.71,1,-1,-1,-1
12,1,1326.0,490.0,73.864,167.61,1,-1,-1,-1
12,16,1837.0,351.0,103.17,234.13,1,-1,-1,-1
12,17,-8.0,290.0,207.45,470.74,1,-1,-1,-1
12,18,1619.0,396.0,159.84,362.7,1,-1,-1,-1
13,0,1689.0,385.0,146.62,332.71,1,-1,-1,-1
13,1,1326.0,490.0,73.864,167.61,1,-1,-1,-1
13,18,1643.0,408.0,146.62,332.71,1,-1,-1,-1
13,19,151.0,501.0,28.302,64.224,1,-1,-1,-1
13,20,1286.0,545.0,47.794,108.46,1,-1,-1,-1
13,21,1867.0,391.0,30.903,70.127,1,-1,-1,-1
14,0,1668.0,371.0,159.84,362.7,1,-1,-1,-1
14,1,1326.0,490.0,73.864,167.61,1,-1,-1,-1
14,18,1619.0,396.0,159.84,362.7,1,-1,-1,-1
14,21,1867.0,391.0,30.903,70.127,1,-1,-1,-1
14,22,1717.0,396.0,159.84,362.7,1,-1,-1,-1
14,23,-52.0,254.0,270.83,614.58,1,-1,-1,-1
15,0,1668.0,371.0,159.84,362.7,1,-1,-1,-1
15,1,1336.0,500.0,67.474,153.11,1,-1,-1,-1
15,18,1619.0,396.0,159.84,362.7,1,-1,-1,-1
15,21,1867.0,393.0,26.0,59.0,1,-1,-1,-1
15,23,-52.0,254.0,270.83,614.58,1,-1,-1,-1
15,24,1825.0,535.0,33.737,76.557,1,-1,-1,-1
16,0,1668.0,371.0,159.84,362.7,1,-1,-1,-1
16,1,1336.0,500.0,67.474,153.11,1,-1,-1,-1
16,18,1619.0,396.0,159.84,362.7,1,-1,-1,-1
16,23,-52.0,254.0,270.83,614.58,1,-1,-1,-1
16,24,1834.0,532.0,36.723,83.333,1,-1,-1,-1
16,25,1320.0,462.0,30.903,70.127,1,-1,-1,-1
17,0,1666.0,385.0,146.62,332.71,1,-1,-1,-1
17,1,1336.0,500.0,67.474,153.11,1,-1,-1,-1
17,18,1711.0,408.0,146.62,332.71,1,-1,-1,-1
17,23,-52.0,254.0,270.83,614.58,1,-1,-1,-1
18,0,1666.0,408.0,146.62,332.71,1,-1,-1,-1
18,1,1350.0,503.0,61.514,139.59,1,-1,-1,-1
18,18,1594.0,396.0,159.84,362.7,1,-1,-1,-1
18,23,-52.0,254.0,270.83,614.58,1,-1,-1,-1
18,26,1836.0,541.0,33.737,76.557,1,-1,-1,-1
18,27,1295.0,461.0,87.838,199.32,1,-1,-1,-1
19,0,1666.0,408.0,146.62,332.71,1,-1,-1,-1
19,1,1350.0,503.0,61.514,139.59,1,-1,-1,-1
19,18,1594.0,396.0,159.84,362.7,1,-1,-1,-1
19,23,-52.0,254.0,270.83,614.58,1,-1,-1,-1
19,26,1836.0,541.0,33.737,76.557,1,-1,-1,-1
19,27,1291.0,454.0,94.66,214.81,1,-1,-1,-1
20,0,1643.0,371.0,159.84,362.7,1,-1,-1,-1
20,1,1349.0,490.0,73.864,167.61,1,-1,-1,-1
20,18,1594.0,396.0,159.84,362.7,1,-1,-1,-1
